Comment,Designator,Footprint,LCSC
100nF 0603,"C1,C2,C3,C4,C5,C6,C7",C_0603_1608Metric,C14663
1k 0603,"R10,R12,R2,R4,R6,R8",R_0603_1608Metric,C21190
680 0603,"R13,R14,R15,R16,R17,R18",R_0603_1608Metric,C23212
10k 0603,"R1,R11,R3,R5,R7,R9",R_0603_1608Metric,C25804
74HC14D,U1,SOIC-14_3.9x8.7mm_P1.27mm,C5605
